BANC,MCNS,FAFB
720575941551057919,530098,720575940615940537
720575941525713410,200958,720575940632405831
720575941547761012,135669,720575940618005137
720575941409598891,93343,720575940629165655
720575941576952565,81023,720575940618073403
720575941606814573,333372,720575940622258526
720575941605071294,132420,720575940615973388
720575941557990948,75082,720575940612087922
720575941550029629,806205,720575940630288697
720575941472009002,126902,720575940646762275
720575941519487598,114754,720575940609852740
720575941532208357,136601,720575940609061188
720575941588595255,43276,720575940621168255
720575941610431078,66000,720575940644281032
720575941409053614,905582,720575940618672806
720575941553692673,518038,720575940610455781
720575941594590678,153036,720575940633207725
720575941462244752,114927,720575940611113592
720575941574842038,22270,720575940631914783
720575941514155363,90254,720575940626849369
720575941653043473,124075,720575940629067996
720575941545822652,34524,720575940626805129
720575941461146820,164798,720575940634761185
720575941575683161,82864,720575940632987987
720575941508796545,47324,720575940636242153
720575941652786705,56766,720575940610663573
720575941517166739,158774,720575940651946486
720575941626048411,112562,720575940610699896
720575941519857079,196985,720575940626699045
720575941609508710,803699,720575940611835955
720575941575516264,120065,720575940632095299
720575941552725127,24168,720575940636193784
720575941615648213,50424,720575940622669971
720575941477281601,907941,720575940639352947
720575941474512955,58859,720575940615925298
720575941525737241,116157,720575940618377757
720575941560025389,145232,720575940614026671
720575941439303743,19188,720575940627617149
720575941478074592,524090,720575940624437501
720575941501635927,78051,720575940610866222
720575941568796410,19602,720575940624373898
720575941427843668,69762,720575940619691569
720575941514687993,187525,720575940604899040
720575941558414884,54258,720575940640767859
720575941503803883,107711,720575940633122972
720575941612457446,38855,720575940627179913
720575941431091849,172802,720575940627561859
720575941536402930,13342,720575940644096366
720575941560623731,47989,720575940624961806
720575941596155525,79828,720575940617487499
720575941534463410,138062,720575940633437357
720575941610439145,806818,720575940637349309
720575941440581979,807299,720575940615779558
720575941470110327,111937,720575940627072131
720575941520665015,42984,720575940628260368
720575941353491504,383372,720575940607553219
720575941579939829,16511,720575940629942019
720575941720483898,516472,720575940621608363
720575941492510590,80285,720575940607612290
720575941554731162,524549,720575940621155494
720575941624859338,522334,720575940643364375
720575941554049051,143934,720575940628104573
720575941447408733,119661,720575940631616031
720575941437607509,30495,720575940621607796
720575941533616164,53155,720575940610982362
720575941545070085,110285,720575940621091425
720575941560819757,126028,720575940643520200
720575941609619786,802802,720575940634538847
720575941594464807,76490,720575940611206514
720575941592593191,539255,720575940632989291
720575941650345969,815768,720575940645534516
720575941430396920,10699,720575940624533956
720575941504789810,807036,720575940635723887
720575941431919063,804589,720575940638256949
720575941529781221,39139,720575940627251026
720575941458451184,93027,720575940625816894
720575941545395973,94451,720575940626350794
720575941614774997,14649,720575940622438988
720575941681295549,205756,720575940620698863
720575941454037485,33007,720575940612404478
720575941483345149,912390,720575940617152340
720575941476266270,807758,720575940627369810
720575941454672691,810792,720575940651436534
720575941559344110,67147,720575940614562207
720575941534792626,157938,720575940626460260
720575941437220370,812885,720575940625169296
720575941657365840,102029,720575940629895491
720575941504868146,29725,720575940620238539
720575941597835817,545256,720575940632183948
720575941553342106,144942,720575940630131919
720575941610960870,18667,720575940627807505
720575941637141109,544337,720575940634996505
720575941533945176,135336,720575940624214313
720575941480470726,172057,720575940632732499
720575941572839944,801023,720575940626042556
720575941567018228,809715,720575940633263073
720575941438756543,41607,720575940635944858
720575941440649307,514675,720575940630902267
720575941518593134,166888,720575940628439812
720575941391992836,512995,720575940632968760
720575941608801257,551702,720575940627778348
720575941552793939,121334,720575940637699773
720575941722194234,70734,720575940618917953
720575941516584920,141207,720575940626918908
720575941548237172,135328,720575940620035544
720575941473517371,172343,720575940629729787
720575941486434310,91086,720575940617618781
720575941527359654,249450,720575940620509605
720575941553389722,206802,720575940640817549
720575941496105289,28830,720575940627808082
720575941689110168,83050,720575940632891276
720575941667238131,85041,720575940614377214
720575941567893550,539604,720575940630186967
720575941690745051,24897,720575940612949397
720575941459297520,83677,720575940622327728
720575941501807191,79706,720575940615276450
720575941553466852,72263,720575940622172166
720575941594534181,534862,720575940631983435
720575941508390610,550535,720575940639678030
720575941515888483,208260,720575940627245585
720575941628052281,121638,720575940623409927
720575941452820551,143442,720575940634626144
720575941555704659,191394,720575940613035048
720575941662503992,26824,720575940623728910
720575941570053364,39825,720575940623302596
720575941533800792,62341,720575940638454325
720575941604242422,15782,720575940630392879
720575941658256464,808965,720575940625283093
720575941627254841,106039,720575940617761885
720575941484678029,46082,720575940642208909
720575941643997128,22128,720575940629908072
720575941537208306,38608,720575940621947653
720575941538708941,108867,720575940621778497
720575941534042049,149065,720575940612818581
720575941628469542,81132,720575940622362589
720575941668427763,103797,720575940624891440
720575941552643738,920914,720575940611367282
720575941488222665,132808,720575940623352760
720575941614275481,72574,720575940628192901
720575941429482711,532681,720575940620119974
720575941526489732,519798,720575940630954447
720575941526438532,170497,720575940621754650
720575941464252246,542765,720575940616212034
720575941574949627,33359,720575940633571553
720575941460943315,166434,720575940621252869
720575941663879548,143979,720575940618169172
720575941653863129,24458,720575940624936292
720575941508663169,63998,720575940627243052
720575941573655561,54383,720575940611106680
720575941411887471,80549,720575940619367872
720575941590072119,32051,720575940604979680
720575941440429141,61951,720575940620827730
720575941531292645,107791,720575940621175649
720575941639176223,108950,720575940614859426
720575941452985651,115594,720575940610519364
720575941450481998,66059,720575940636252773
720575941573810077,33294,720575940641903501
720575941580680825,53222,720575940635344796
720575941576663129,110055,720575940639011160
720575941490249166,513705,720575940604877024
720575941589097284,79586,720575940611514074
720575941625679259,32337,720575940634437089
720575941702354138,807680,720575940625548520
720575941588354496,66876,720575940627443996
720575941459006192,61512,720575940651951350
720575941723384890,807728,720575940628150019
720575941480123043,543769,720575940625410622
720575941610488294,48710,720575940630816855
720575941462826640,531015,720575940618128433
720575941446819348,117305,720575940623857300
720575941403864432,566083,720575940616488379
720575941529816504,99035,720575940620246096
720575941668675495,65271,720575940627285322
720575941440314709,99161,720575940621790685
720575941643066056,823869,720575940643192224
720575941622226428,40530,720575940659131009
720575941351912752,41328,720575940622087350
720575941474788138,944236,720575940627635837
720575941612045741,809170,720575940640245888
720575941651105045,158985,720575940647971460
720575941687442038,75664,720575940630258572
720575941431387351,97895,720575940635022527
720575941476036894,114251,720575940646900356
720575941446819860,98923,720575940622312063
720575941575823449,544248,720575940614829730
720575941393735062,32617,720575940619767243
720575941466850390,102477,720575940624345796
720575941612326502,117185,720575940612973674
720575941560341107,220171,720575940630941229
720575941461014416,913088,720575940621669997
720575941496628679,30047,720575940642253728
720575941410208111,50212,720575940639427637
720575941579099001,90861,720575940626296337
720575941560612264,537587,720575940637073897
720575941520337655,23864,720575940626719013
720575941447610446,532783,720575940631227641
720575941481762557,86806,720575940609740381
720575941576737896,806757,720575940635488942
720575941645056376,524140,720575940631476311
720575941498433915,26370,720575940619810068
720575941483960973,78434,720575940631184441
720575941640576031,117620,720575940618816001
720575941555262035,808877,720575940616113291
720575941593806955,813584,720575940639183824
720575941505145650,65262,720575940627067847
720575941450039477,100899,720575940630524943
720575941498917026,121889,720575940626497680
720575941472090922,123565,720575940630850412
720575941512899427,44331,720575940632433962
720575941475564091,105427,720575940634681183
720575941568656890,29697,720575940612787370
720575941478368362,47365,720575940626273223
720575941476955713,518569,720575940617160251
720575941502520971,115282,720575940623095064
720575941543608093,61393,720575940635845786
720575941595231269,40770,720575940618892801
720575941557884398,82778,720575940627231896
720575941533120522,147252,720575940605227232
720575941583999583,542230,720575940628941318
720575941631154924,141517,720575940630499190
720575941554310628,83231,720575940607691868
720575941691277208,134991,720575940623423880
720575941663940988,114916,720575940619729648
720575941488848585,223900,720575940628170857
720575941556461028,812975,720575940614781330
720575941536259338,110616,720575940617435110
720575941523571191,101489,720575940645009518
720575941469916279,72976,720575940628275728
720575941430344663,103210,720575940630815735
720575941661487928,31859,720575940626755144
720575941537639656,123566,720575940629480314
720575941429535959,533875,720575940631003643
720575941669802929,130402,720575940618758592
720575941603691198,532698,720575940644759331
720575941463174544,524816,720575940623844819
720575941690998680,70163,720575940619927710
720575941557492974,95819,720575940614929319
720575941595565095,15482,720575940620689758
720575941408220463,164971,720575940624930485
720575941538258125,82229,720575940622010039
720575941501794699,111876,720575940624820967
720575941723866170,129692,720575940635385239
720575941508920193,99101,720575940629662311
720575941392137366,62294,720575940643043213
720575941573048585,120582,720575940637983578
720575941542957404,152774,720575940618053588
720575941392509188,24267,720575940637948742
720575941595449125,24832,720575940631036077
720575941504929330,71726,720575940618824000
720575941451223674,75620,720575940637924324
720575941463790349,523657,720575940623693667
720575941469792477,42034,720575940618579430
720575941527833016,38992,720575940631569871
720575941654926297,525284,720575940624162597
720575941475791722,215334,720575940622535756
720575941534118322,154824,720575940608048853
720575941516146092,25830,720575940647036724
720575941533738986,123092,720575940639834275
720575941550919679,529285,720575940633493971
720575941519177838,111344,720575940626391562
720575941406655918,120845,720575940632638092
720575941632443589,537417,720575940617065689
720575941430374575,518162,720575940629157376
720575941671602599,74209,720575940630606530
720575941475278634,113406,720575940617713467
720575941603959993,18853,720575940652749473
720575941632010988,127251,720575940621311110
720575941543621308,151267,720575940632050232
720575941650991089,92468,720575940606964145
720575941478506090,100810,720575940639702581
720575941730458155,150339,720575940635437966
720575941552788819,40811,720575940633105735
720575941572131593,532105,720575940636587444
720575941431084975,70937,720575940630265401
720575941553280027,42781,720575940621598128
720575941530233291,124578,720575940608433091
720575941588859703,97420,720575940614692498
720575941466059798,43047,720575940634688156
720575941438752274,154313,720575940613192421
720575941595617925,946172,720575940628093512
720575941611067622,807357,720575940637502909
720575941617767381,38781,720575940631639627
720575941594366678,112103,720575940644449316
720575941659071824,145324,720575940627024069
720575941670503335,28229,720575940632700364
720575941553900679,520609,720575940629936027
720575941625535626,92534,720575940628236175
720575941574816507,19103,720575940614952635
720575941505671970,801180,720575940647825540
720575941595614503,57037,720575940622992205
720575941580155125,65795,720575940631825995
720575941680144573,807078,720575940618356091
720575941607775597,13820,720575940628814586
720575941536646938,805504,720575940625360572
720575941598465948,29752,720575940626702723
720575941562911912,37908,720575940616936731
720575941429668233,22700,720575940661271937
720575941565777767,524876,720575940633560095
720575941442117839,49454,720575940615923942
720575941578526553,26869,720575940612162769
720575941449792078,153375,720575940630058827
720575941574734089,19010,720575940635960183
720575941477947778,20180,720575940630826028
720575941598033308,283744,720575940629373937
720575941552244286,518570,720575940653419766
720575941531444171,31565,720575940618317853
720575941407189807,44096,720575940619963697
720575941523208011,67763,720575940636384686
720575941493488583,206318,720575940625219047
720575941433462304,77009,720575940628918769
720575941434594080,530094,720575940617016891
720575941652774100,50964,720575940615688810
720575941555516243,127045,720575940626844218
720575941652540913,109360,720575940606046130
720575941525343234,80211,720575940610121429
720575941495946439,78836,720575940622497791
720575941491085518,514103,720575940611951822
720575941401067043,64422,720575940612710371
720575941600109353,102787,720575940625063944
720575941464413270,806095,720575940624470044
720575941491364046,529697,720575940639671886
720575941545283508,575490,720575940622403466
720575941504456386,56090,720575940618556646
720575941519249624,32512,720575940619699366
720575941494740094,57933,720575940628775942
720575941506013975,177059,720575940629915983
720575941552366591,83994,720575940622718028
720575941686948108,545982,720575940618116637
720575941404724848,65706,720575940637253751
720575941544739177,10570,720575940637371992
720575941527222809,40680,720575940610274034
720575941527634564,83187,720575940620698913
720575941503486699,536156,720575940633006817
720575941474681130,55764,720575940621149350
720575941551952127,240819,720575940635219866
720575941441094747,806059,720575940645460260
720575941529739704,30899,720575940633772001
720575941436027680,31134,720575940619999653
720575941474980417,164955,720575940632093738
720575941499419977,94234,720575940617540025
720575941551621786,534106,720575940628684529
720575941610658025,531197,720575940660619905
720575941480508802,548999,720575940640548925
720575941630017506,108855,720575940622127231
720575941474493470,115581,720575940635216282
720575941453403305,83345,720575940624982823
720575941400417827,74002,720575940628624661
720575941637840415,16079,720575940625111223
720575941414985620,86436,720575940618876830
720575941592865576,24534,720575940617127867
720575941569436922,42590,720575940609930052
720575941611314762,134496,720575940626536452
720575941600170793,141396,720575940636439544
720575941601211577,551522,720575940638214116
720575941564118162,132802,720575940624628989
720575941581280377,90467,720575940630131706
720575941487967689,154349,720575940622869261
720575941408422062,35699,720575940619045908
720575941588695941,561485,720575940608738908
720575941614073619,45370,720575940621083169
720575941540123740,115983,720575940613481369
720575941579808337,170485,720575940616085334
720575941416122908,190501,720575940622341814
720575941542161693,19040,720575940624950349
720575941616556245,580918,720575940622378620
720575941614877397,66818,720575940617113717
720575941424991828,63450,720575940626544996
720575941578502745,228013,720575940640163456
720575941532427754,44274,720575940621405861
720575941496969634,527667,720575940620954197
720575941390135044,39323,720575940621314480
720575941550883463,533161,720575940619260795
720575941455317741,52945,720575940616230843
720575941486485058,81901,720575940619572529
720575941542029148,167758,720575940610390746
720575941408841007,814954,720575940617932101
720575941505881413,25343,720575940621236656
720575941560345359,57797,720575940622612950
720575941507278149,89042,720575940640624984
720575941469657975,26275,720575940660082817
720575941535154970,537921,720575940625021427
720575941592025996,35142,720575940627494174
720575941565433442,112860,720575940624291464
720575941431271561,48436,720575940624910128
720575941556269220,115657,720575940631582535
720575941643180901,32847,720575940607591625
720575941632578491,93280,720575940608608604
720575941578315601,219344,720575940633550500
720575941559649295,92760,720575940638334697
720575941514903642,43433,720575940626658570
720575941690274200,15467,720575940622937994
720575941539248509,534967,720575940625993776
720575941352998960,19011,720575940618248869
720575941559283571,536956,720575940628962300
720575941629416684,208642,720575940611428977
720575941526978562,53056,720575940633031775
720575941552071834,132178,720575940645595188
720575941569415418,122057,720575940617470137
720575941470976064,143406,720575940622477508
720575941630237410,515571,720575940610505170
720575941471562615,153149,720575940623620301
720575941629989414,74172,720575940620809387
720575941432688855,24716,720575940621677222
720575941561031981,96255,720575940632296479
720575941611065418,36543,720575940633233951
720575941461628560,71434,720575940619859147
720575941670206631,40260,720575940624671363
720575941491504359,26559,720575940623070051
720575941477735233,87750,720575940637841897
720575941451023482,42002,720575940625988751
720575941516129452,79460,720575940631558393
720575941610211757,63205,720575940624163878
720575941526441986,548480,720575940621958132
720575941517590444,532267,720575940626465881
720575941585902470,533821,720575940625475307
720575941589125687,143339,720575940604684460
720575941547347572,96604,720575940605871561
720575941447818772,168295,720575940621803248
720575941492200368,536146,720575940631133184
720575941572783369,571988,720575940625396030
720575941578901493,147856,720575940644536992
720575941595962737,66042,720575940620101592
720575941438827538,36342,720575940655517089
720575941502233995,53541,720575940640630736
720575941438662079,77374,720575940620747099
720575941625968539,521793,720575940637850596
720575941533230211,800629,720575940618579797
720575941553430355,97715,720575940630034127
720575941652314841,47091,720575940621628144
720575941720432186,82095,720575940617238907
720575941466433814,126796,720575940604477100
720575941498794658,20333,720575940615424571
720575941479021792,800794,720575940630670893
720575941586363716,523965,720575940642161037
720575941632026555,109061,720575940616912214
720575941474889521,98717,720575940628084873
720575941390330372,140076,720575940615107014
720575941507883649,39028,720575940623668835
720575941483746490,515208,720575940622078121
720575941486723590,117532,720575940604484454
720575941555144275,525047,720575940604889278
720575941644010872,519434,720575940619279429
720575941548185480,543429,720575940618052825
720575941557563630,526007,720575940636285326
720575941472175168,803888,720575940605639810
720575941497546658,530290,720575940620435158
720575941663489404,543788,720575940632736081
720575941454001901,102604,720575940624363460
720575941563935030,94099,720575940618109211
720575941491580391,87485,720575940622139302
720575941652001041,19531,720575940638534121
720575941516616664,138312,720575940608851925
720575941553566180,102160,720575940609158724
720575941457333485,532965,720575940616394719
720575941415159188,43736,720575940618251494
720575941613371155,543160,720575940627015430
720575941473345120,804416,720575940639655485
720575941486684166,50960,720575940629004035
720575941414300561,523836,720575940627172328
720575941526934553,15903,720575940626552597
720575941402226211,519666,720575940621339713
720575941496188871,556378,720575940628168847
720575941479988610,109680,720575940615081099
720575941495400391,169824,720575940613895934
720575941625479050,78658,720575940631957344
720575941474394673,117541,720575940624023018
720575941539529877,97332,720575940631988537
720575941593261608,15553,720575940626063961
720575941413871388,16626,720575940613522198
720575941588000823,518750,720575940630447360
720575941585541086,77298,720575940638383704
720575941411225711,73286,720575940625183178
720575941564539234,802827,720575940617604421
720575941590822696,800407,720575940638013759
720575941506364706,144434,720575940617737245
720575941558060526,15303,720575940627110226
720575941578906357,939006,720575940623828884
720575941449745786,805652,720575940614843275
720575941526295117,800484,720575940653280502
720575941596171968,801659,720575940631094692
720575941431563735,152396,720575940637458830
720575941508141090,28313,720575940625911556
720575941550704445,829860,720575940615155507
720575941447078420,227000,720575940629859432
720575941555840932,806792,720575940656144289
720575941438434322,31478,720575940640676413
720575941514949881,812014,720575940631922969
720575941513303033,14046,720575940635308444
720575941474817851,813559,720575940637776189
720575941481892035,166164,720575940631913234
720575941413920540,122556,720575940647533188
720575941490471884,516813,720575940605033644
720575941642412389,109389,720575940611917169
720575941494984647,73859,720575940639926992
720575941533213121,57125,720575940617281851
720575941480779171,882274915,720575940626622922
720575941589096503,81441,720575940630523979
720575941652652305,535259,720575940624380341
720575941533641603,103156,720575940614344354
720575941559443182,95573,720575940635029785
720575941507235362,125365,720575940622789631
720575941562319879,29313,720575940624368776
720575941495621499,117402,720575940629529295
720575941534894936,54972,720575940612853913
720575941451888711,531922,720575940610369941
720575941430106104,242287,720575940631505695
720575941611716883,36740,720575940615827778
720575941633129376,48425,720575940626611026
720575941504327447,92522,720575940636877679
720575941461239440,63793,720575940613110703
720575941483790146,205944,720575940627884062
720575941594215207,71056,720575940644658212
720575941557208591,86217,720575940628467830
720575941518526830,67060,720575940627236629
720575941511197394,560199,720575940636981481
720575941611052362,137947,720575940618271961
720575941478519631,157940,720575940628832744
720575941437351724,51434,720575940612654506
720575941550676029,131512,720575940611177701
720575941533768474,161935,720575940625176563
720575941610029642,35815,720575940633847010
720575941483529914,93200,720575940631541356
720575941513738819,311873,720575940615422514
720575941617286271,122587,720575940618574566
720575941578935029,126975,720575940610580121
720575941534131946,515621,720575940627074703
720575941481934022,220042,720575940622234211
720575941477298996,173743,720575940615848788
720575941536518426,515554,720575940630257051
720575941549465121,20044,720575940626017917
720575941549002868,53442,720575940635285599
720575941456987885,111858,720575940633089676
720575941610183085,83273,720575940640063421
720575941511546578,30432,720575940632722527
720575941603630014,146164,720575940619203909
720575941484501645,140006,720575940621255489
720575941458096966,519385,720575940619103910
720575941413523604,107581,720575940627290457
720575941476104753,819608,720575940633117591
720575941479388640,102973,720575940621093756
720575941512078156,43622,720575940620475817
720575941623369610,569088,720575940638291107
720575941642472865,41271,720575940615693474
720575941652599793,142804,720575940626641539
720575941619965567,34388,720575940614811554
720575941525802084,534514,720575940620662036
720575941401056291,518587,720575940633345361
720575941687933403,63727,720575940631788363
720575941482093763,39371,720575940621094336
720575941562667520,35750,720575940637101375
720575941451172686,99893,720575940629741135
720575941437380415,128684,720575940605686462
720575941542718237,55068,720575940617355238
720575941447305053,546973,720575940606192049
720575941589736702,23624,720575940615969898
720575941558977139,67413,720575940627055749
720575941502645554,87479,720575940631271372
720575941628472633,95364,720575940623823300
720575941584393182,102669,720575940611174008
720575941439995071,99427,720575940624634040
720575941575714998,106340,720575940620804288
720575941542752604,114884,720575940626003896
720575941471621751,131577,720575940630631038
720575941490321865,40058,720575940606538272
720575941485219906,118333,720575940627870741
720575941486045762,144022,720575940640872589
720575941497508169,151434,720575940614280958
720575941392615940,36866,720575940625518157
720575941577735925,128113,720575940614052305
720575941440095439,113251,720575940619790165
720575941575883446,116354,720575940625977788
720575941471669623,91949,720575940627410192
720575941456224237,98912,720575940608281609
720575941632324283,98139,720575940622124894
720575941599324864,67179,720575940616002154
720575941439199807,118681,720575940619161669
720575941658409240,109815,720575940616328390
720575941563340178,16881,720575940640838608
720575941480774991,82453,720575940622221377
720575941545968316,52091,720575940624101895
720575941593221416,129367,720575940625843998
720575941614685971,516560,720575940616047249
720575941490239948,146822,720575940624821995
720575941514128081,50229,720575940612867759
720575941536071361,72080,720575940628545864
720575941565897270,165089,720575940628260371
720575941515058323,137986,720575940625836830
720575941459497171,126268,720575940618129723
720575941643976392,69563,720575940655702689
720575941462606861,117857,720575940604478065
720575941563497314,67521,720575940626331993
720575941504645285,65963,720575940613977503
720575941480624323,134168,720575940634731104
720575941434309774,110551,720575940629479323
720575941537036008,199384,720575940632343352
720575941643711905,74061,720575940629899011
720575941508578398,93885,720575940623768845
720575941650496021,45992,720575940635460270
720575941439286239,45227,720575940619363141
720575941408787247,93743,720575940616893115
720575941640355103,516397,720575940622743536
720575941504666940,44998,720575940640497653
720575941519608280,526285,720575940621225069
720575941518387416,818086,720575940630417022
720575941626144202,73279,720575940608117699
720575941573993576,58023,720575940623048993
720575941642221176,46653,720575940617324217
720575941462746893,38575,720575940623579341
720575941430097071,159314,720575940622257985
720575941534950081,28958,720575940637167205
720575941572082953,529828,720575940628622154
720575941435787052,91600,720575940627659913
720575941514555491,253475,720575940615495314
720575941632891333,51139,720575940636329535
720575941593266984,81394,720575940636009950
720575941506128919,60243,720575940645494039
720575941438955611,123341,720575940621369536
720575941611828909,53772,720575940623658023
720575941628946982,132959,720575940617734612
720575941499167817,35830,720575940621438448
720575941640305695,19307,720575940613857130
720575941526546713,128179,720575940616165377
720575941503462460,25109,720575940626929354
720575941631043003,516506,720575940635273720
720575941438457618,37406,720575940623767805
720575941573975304,518876,720575940625779898
720575941550896383,82482,720575940625391397
720575941575384585,812393,720575940633378411
720575941624186826,815927,720575940622445901
720575941557640975,807744,720575940621097712
720575941432483425,140989,720575940613278179
720575941480357199,148998,720575940628853118
720575941554168403,88457,720575940619668673
720575941563591058,101077,720575940609335644
720575941521226999,180572,720575940642554528
720575941414799761,117429,720575940641364213
720575941407108399,176714,720575940630087183
720575941624854666,46664,720575940632516269
720575941497909833,144527,720575940628310917
720575941527856294,544802,720575940613477091
720575941554734593,128464,720575940627043344
720575941450721351,122131,720575940630643164
720575941525519641,41332,720575940628617103
720575941451958087,155749,720575940616888332
720575941610773350,41489,720575940630548791
720575941598705564,102240,720575940630151162
720575941515068227,148194,720575940632414350
720575941615098777,60402,720575940627217393
720575941481969405,111224,720575940617225309
720575941438554924,68106,720575940641943771
720575941534510168,119397,720575940627703555
720575941599217705,142521,720575940631596586
720575941501858699,50950,720575940621035088
720575941574948872,192440,720575940623243658
720575941723616826,203248,720575940629425994
720575941577961041,41044,720575940617041553
720575941659356240,91809,720575940640194392
720575941513414220,119762,720575940629797180
720575941516931244,15799,720575940625443315
720575941476223809,55446,720575940643863092
720575941466219862,99174,720575940646515822
720575941522141259,178296437,720575940618083531
720575941446903316,533237,720575940632302136
720575941432253198,514145,720575940624066342
720575941488734156,530420,720575940630281342
720575941603519478,95540,720575940621065921
720575941474210912,537002,720575940646783267
720575941477866036,806129,720575940631680312
720575941626668170,119159,720575940632307527
720575941452110458,373411,720575940604922982
720575941436028204,516014,720575940622162456
720575941593498582,143255,720575940614604650
720575941558902131,133891,720575940624487268
720575941510841042,161545,720575940613304291
720575941663072892,93401,720575940610538872
720575941416173852,32068,720575940615163055
720575941606299245,112790,720575940626868712
720575941475535134,101928,720575940619454006
720575941479768399,82921,720575940612091315
720575941626211722,116887,720575940606190025
720575941495707847,99474,720575940619530048
720575941408923439,60305,720575940612464882
720575941470921847,33880,720575940613270963
720575941548377204,92933,720575940633550562
720575941477288513,25833,720575940602790610
720575941489685961,816121,720575940628653199
720575941666613747,87195,720575940621025133
720575941526701478,37254,720575940622341354
720575941490829031,802237,720575940603792486
720575941550210365,81379,720575940616629179
720575941495634816,520295,720575940620604977
720575941514372451,809669,720575940630306245
720575941655816660,512904,720575940630693175
720575941509146066,17749,720575940624554933
720575941581725817,912022,720575940619572762
720575941414445716,40529,720575940625406851
720575941505518652,815473,720575940629640783
720575941475008315,32697,720575940608857099
720575941478431200,32940,720575940632714543
720575941426485076,31691,720575940615109073
720575941565935207,62539,720575940618517662
720575941553761563,40874,720575940637198766
720575941513200707,76596,720575940622944525
720575941410875503,139471,720575940619806305
720575941446167828,125140,720575940610047698
720575941508742273,106162,720575940619647808
720575941402400803,53257,720575940627474490
720575941490805193,116107,720575940610731076
720575941455347251,215683,720575940622975211
720575941575864502,125101,720575940642514829
720575941506259772,136556,720575940628636815
720575941439205420,31709,720575940625673767
720575941493620167,109916,720575940616668722
720575941508674514,113410,720575940607900850
720575941633348512,126141,720575940621656230
720575941541983068,66699,720575940623894029
720575941513930060,40668,720575940633285739
720575941452994099,206633,720575940618103636
720575941539233661,142413,720575940645023511
720575941482588669,64990,720575940632133516
720575941516365667,121235,720575940631325497
720575941451947177,62008,720575940610802990
720575941607964781,127470,720575940639534158
720575941630277670,62757,720575940629317376
720575941431331247,35033,720575940629387051
720575941391988374,162504,720575940631034443
720575941572375560,102814,720575940622686819
720575941482365891,60060,720575940629914115
720575941662811448,131209,720575940616758484
720575941655346644,65194,720575940653381878
720575941525787302,136025,720575940627033477
720575941508470913,123227,720575940618402885
720575941565709366,128784,720575940619724248
720575941556878244,118387,720575940619072001
720575941580310353,32781,720575940623470038
720575941477296449,59661,720575940631811599
720575941561857837,88154,720575940624595976
720575941481317830,88966,720575940627424424
720575941473621051,75316,720575940622693597
720575941414451604,31026,720575940622361114
720575941593543976,139860,720575940612951830
720575941560048429,69019,720575940612238946
720575941528702596,128555,720575940626744216
720575941557675428,77432,720575940627354696
720575941503406935,163081,720575940634123219
720575941486479245,101212,720575940638019162
720575941507616837,165208,720575940613675542
720575941541098588,77458,720575940644556068
720575941513973241,150012,720575940620125387
720575941514896531,194972,720575940643830984
720575941593860715,35258,720575940614499551
720575941591778188,189716,720575940622971174
720575941554451610,133330,720575940632122252
720575941546134972,133142,720575940634797724
720575941503346411,133030,720575940616452213
720575941642300792,36066,720575940629807042
720575941507127109,500054,720575940647644724
720575941518896556,63110,720575940644320968
720575941393886614,97870,720575940612504818
720575941581981305,156636,720575940615929890
720575941722922810,73257,720575940633067079
720575941451923015,155104,720575940626945532
720575941514021699,111126,720575940613140466
720575941666300403,85024,720575940611613298
720575941407269423,110489,720575940619606942
720575941650073109,95175,720575940611380856
720575941550268788,38583,720575940626057097
720575941566974452,518787,720575940616941362
720575941628314169,135392,720575940635234714
720575941642681761,100153,720575940625328136
720575941526740836,206261,720575940606166886
720575941410052975,531323,720575940628304005
720575941406733615,127369,720575940647626548
720575941622771196,163442,720575940632567363
720575941436653600,539605,720575940604412896
720575941578468185,86987,720575940611832026
720575941509025665,56436,720575940609928971
720575941478530528,88106,720575940606013356
720575941534522090,45751,720575940625897703
720575941431413935,71449,720575940613472114
720575941578255349,134356,720575940619679915
720575941525137741,68245,720575940629387014
720575941508123938,107770,720575940621528308
720575941575100520,95662,720575940620176293
720575941504712242,101647,720575940617963318
720575941479918048,21970,720575940640144974
720575941605385150,132184,720575940615872415
720575941602668534,64258,720575940605920480
720575941620222335,107057,720575940617404731
720575941617613269,544441,720575940621727983
720575941507125015,126332,720575940627259654
720575941516427257,43828,720575940624782579
720575941689225435,567886,720575940605671625
720575941469628893,202737,720575940641608693
720575941518249900,128535,720575940633900077
720575941563202055,60985,720575940630813177
720575941482726851,129131,720575940618663547
720575941588927742,123087,720575940609123267
720575941503211243,80582,720575940618143261
720575941443026858,93564,720575940637741801
720575941511879756,43527,720575940629825027
720575941577663833,815827,720575940631575503
720575941600540201,211735,720575940637009636
720575941605224126,122093,720575940621018790
720575941567109490,511895,720575940618569029
720575941543962629,58885,720575940624245687
720575941687150575,79421,720575940625177628
720575941544177124,94146,720575940638822205
720575941592547879,561131,720575940629484304
720575941468977984,151781,720575940613440754
720575941555787091,115922,720575940620476073
720575941515026522,170172,720575940613238514
720575941696322778,541615,720575940603114869
720575941645545928,191520,720575940623225417
720575941702400218,100133,720575940624252680
720575941482720954,134526,720575940605844937
720575941612052141,542753,720575940625295874
720575941574950152,108115,720575940635877311
720575941624967626,153489,720575940614333155
720575941670333658,306492491,720575940616931189
720575941588503429,48213,720575940628279804
720575941496042057,108490,720575940623673331
